# m0 | m12  | ng          | ns          | nn          | ll          | sb       | ss       | tb          | bb          | gg       | sg
2580 | 300 | 0.997203 | 1.73062 | 1.2387 | 1.0 | 3.76068 | 1.31562 | 3.82737 | 8.68345 | 2.48661 | 3.78495
2580 | 320 | 0.996764 | 1.74043 | 1.23221 | 1.0 | 3.6859 | 1.31699 | 3.85753 | 8.83796 | 2.57252 | 3.88406
2580 | 340 | 0.995679 | 1.74907 | 1.22587 | 1.0 | 3.58545 | 1.31985 | 3.92351 | 9.05717 | 2.66067 | 3.98438
2580 | 360 | 0.995437 | 1.76212 | 1.21605 | 1.0 | 3.48548 | 1.32334 | 3.98575 | 9.25298 | 2.74678 | 4.06842
2580 | 380 | 0.993565 | 1.77739 | 1.20506 | 1.0 | 3.38095 | 1.32692 | 4.02486 | 9.47522 | 2.85816 | 4.15603
2580 | 400 | 0.994954 | 1.7909 | 1.20145 | 1.0 | 3.28729 | 1.3297 | 4.10426 | 9.71722 | 2.97093 | 4.26923
2580 | 420 | 0.995016 | 1.80356 | 1.19189 | 1.0 | 3.1871 | 1.33438 | 4.15526 | 9.82658 | 3.08491 | 4.3807
2580 | 440 | 0.996715 | 1.81485 | 1.18781 | 1.0 | 3.07576 | 1.34058 | 4.24387 | 10.1633 | 3.23124 | 4.48582
2580 | 460 | 0.997968 | 1.83426 | 1.17994 | 1.0 | 2.98198 | 1.34746 | 4.31982 | 10.3838 | 3.38272 | 4.61353
2580 | 480 | 1.00066 | 1.84632 | 1.17133 | 1.0 | 2.88482 | 1.35678 | 4.41315 | 10.6493 | 3.52569 | 4.71947
2580 | 500 | 1.00317 | 1.86344 | 1.17042 | 1.0 | 2.77562 | 1.35329 | 4.49458 | 10.9501 | 3.70253 | 4.84163
2580 | 520 | 1.00855 | 1.88005 | 1.16448 | 1.0 | 2.67296 | 1.36232 | 4.61019 | 11.2406 | 3.88271 | 5.00625
2580 | 540 | 1.01008 | 1.89968 | 1.15745 | 1.0 | 2.57198 | 1.38393 | 4.72627 | 11.5533 | 4.09018 | 5.13793
2580 | 560 | 1.01814 | 1.91878 | 1.15341 | 1.0 | 2.45863 | 1.38614 | 4.83081 | 11.8658 | 4.30769 | 5.29341
2580 | 580 | 1.02367 | 1.9375 | 1.14914 | 1.0 | 2.35484 | 1.39118 | 4.96531 | 12.2203 | 4.53061 | 5.45151
2580 | 600 | 1.02807 | 1.95665 | 1.14448 | 1.0 | 2.25368 | 1.40489 | 5.10124 | 12.5581 | 4.79221 | 5.62061
2580 | 620 | 1.03358 | 1.9744 | 1.13917 | 1.0 | 2.14815 | 1.41928 | 5.2343 | 12.8844 | 5.05664 | 5.77558
2580 | 640 | 1.04322 | 1.99422 | 1.13315 | 1.0 | 2.04706 | 1.42857 | 5.37407 | 13.3106 | 5.34314 | 5.96244
2580 | 660 | 1.0508 | 2.01858 | 1.12841 | 1.0 | 1.94737 | 1.44615 | 5.52154 | 13.6913 | 5.63307 | 6.14667
2580 | 680 | 1.06011 | 2.04221 | 1.12525 | 1.0 | 1.85437 | 1.46154 | 5.72828 | 14.0532 | 5.98361 | 6.38462
2580 | 700 | 1.07015 | 2.06263 | 1.12028 | 1.0 | 1.75949 | 1.47917 | 5.8987 | 14.3655 | 6.35948 | 6.56985
2580 | 720 | 1.0828 | 2.08548 | 1.11674 | 1.0 | 1.67774 | 1.49524 | 5.91127 | 14.7389 | 6.75704 | 6.8008
2580 | 740 | 1.09285 | 2.10722 | 1.11195 | 1.0 | 1.59341 | 1.51194 | 6.26768 | 15.0878 | 7.21202 | 7.05015
2580 | 760 | 1.10053 | 2.13 | 1.10916 | 1.0 | 1.0 | 1.53184 | 6.53408 | 15.4138 | 7.70053 | 7.30435
2580 | 780 | 1.11778 | 2.15569 | 1.10687 | 1.0 | 1.0 | 1.55256 | 6.82414 | 15.7287 | 8.2684 | 7.54839
2580 | 800 | 1.13329 | 2.18161 | 1.10127 | 1.0 | 1.0 | 1.57708 | 7.05405 | 16.0198 | 8.87324 | 7.81553
2580 | 820 | 1.14713 | 2.20441 | 1.0976 | 1.0 | 1.0 | 1.60947 | 7.3795 | 16.2978 | 9.56422 | 8.10015
2580 | 840 | 1.1626 | 2.23387 | 1.09401 | 1.0 | 1.0 | 1.63964 | 7.6555 | 16.8489 | 10.3202 | 8.41986
2580 | 860 | 1.18116 | 2.26034 | 1.09104 | 1.0 | 1.0 | 1.66201 | 7.95057 | 1.0 | 11.1491 | 8.74126
2580 | 880 | 1.19819 | 2.28861 | 1.08874 | 1.0 | 1.0 | 1.69333 | 8.24591 | 1.0 | 12.0725 | 9.01639
2580 | 900 | 1.21767 | 2.30996 | 1.08325 | 1.0 | 1.0 | 1.72826 | 8.56778 | 1.0 | 13.1304 | 9.3913
2580 | 920 | 1.23394 | 2.33951 | 1.08115 | 1.0 | 1.0 | 1.76364 | 8.90061 | 1.0 | 14.1959 | 9.7905
2580 | 940 | 1.25437 | 2.36545 | 1.07897 | 1.0 | 1.0 | 1.8476 | 9.23333 | 1.0 | 15.3865 | 10.1831
2580 | 960 | 1.2744 | 2.39565 | 1.07492 | 1.0 | 1.0 | 1.0 | 9.5664 | 1.0 | 16.7094 | 10.5682
2580 | 980 | 1.29011 | 2.42155 | 1.07291 | 1.0 | 1.0 | 1.0 | 9.95358 | 1.0 | 18.1481 | 11.0191
2600 | 1000 | 1.31573 | 2.47035 | 1.07045 | 1.0 | 1.0 | 1.0 | 10.5038 | 1.0 | 19.4588 | 11.6267
2600 | 200 | 0.998958 | 1.69802 | 1.32334 | 1.0 | 4.17391 | 1.32795 | 3.72046 | 8.21134 | 2.13393 | 3.42632
2600 | 220 | 1.00354 | 1.7069 | 1.29352 | 1.0 | 4.08019 | 1.32496 | 3.7425 | 8.38618 | 2.19742 | 3.51429
2600 | 240 | 1.00245 | 1.71291 | 1.27423 | 1.0 | 3.95887 | 1.32399 | 3.78326 | 8.51085 | 2.264 | 3.57692
2600 | 260 | 0.998284 | 1.723 | 1.26095 | 1.0 | 3.85269 | 1.32163 | 3.79042 | 8.63154 | 2.32996 | 3.65759
2600 | 280 | 0.998326 | 1.73188 | 1.25053 | 1.0 | 3.76176 | 1.32347 | 3.83554 | 8.79052 | 2.40256 | 3.73473
2600 | 300 | 0.995293 | 1.7405 | 1.2399 | 1.0 | 3.67133 | 1.32553 | 3.87453 | 8.92036 | 2.47556 | 3.83529
2600 | 320 | 0.99579 | 1.75438 | 1.23078 | 1.0 | 3.55906 | 1.32639 | 3.9361 | 9.13478 | 2.56489 | 3.92405
2600 | 340 | 0.99422 | 1.76266 | 1.22881 | 1.0 | 3.46429 | 1.33163 | 3.97106 | 9.26855 | 2.64781 | 4.01709
2600 | 360 | 0.993997 | 1.77209 | 1.21513 | 1.0 | 3.36735 | 1.33144 | 4.03244 | 9.51184 | 2.74678 | 4.0977
2600 | 380 | 0.995265 | 1.78991 | 1.20894 | 1.0 | 3.25731 | 1.33758 | 4.0926 | 9.71012 | 2.85461 | 4.1938
2600 | 400 | 0.99397 | 1.80123 | 1.19873 | 1.0 | 3.17007 | 1.3442 | 4.14822 | 9.90264 | 2.96512 | 4.30526
2600 | 420 | 0.994893 | 1.81259 | 1.19435 | 1.0 | 3.06349 | 1.3444 | 4.22229 | 10.1685 | 3.07547 | 4.41429
2600 | 440 | 0.995768 | 1.82949 | 1.1891 | 1.0 | 2.96262 | 1.35266 | 4.3059 | 10.4137 | 3.21101 | 4.52427
2600 | 460 | 0.997911 | 1.84335 | 1.18155 | 1.0 | 2.86031 | 1.35593 | 4.38281 | 10.6688 | 3.37438 | 4.66844
2600 | 480 | 1.00022 | 1.86016 | 1.17674 | 1.0 | 2.75497 | 1.36242 | 4.4721 | 10.952 | 3.52174 | 4.78261
2600 | 500 | 1.00379 | 1.87634 | 1.16616 | 1.0 | 2.64753 | 1.37903 | 4.56387 | 11.2136 | 3.68987 | 4.90547
2600 | 520 | 1.00986 | 1.89372 | 1.16473 | 1.0 | 2.55814 | 1.38235 | 4.66155 | 11.5565 | 3.87097 | 5.0411
2600 | 540 | 1.01506 | 1.90748 | 1.16088 | 1.0 | 2.44076 | 1.38922 | 4.76024 | 11.8584 | 4.061 | 5.20952
2600 | 560 | 1.01685 | 1.93287 | 1.15363 | 1.0 | 2.34694 | 1.39822 | 4.90889 | 12.1582 | 4.2711 | 5.34301
2600 | 580 | 1.02155 | 1.94875 | 1.14865 | 1.0 | 2.24638 | 1.40858 | 5.00766 | 12.4684 | 4.5122 | 5.50645
2600 | 600 | 1.02763 | 1.97095 | 1.14438 | 1.0 | 2.14027 | 1.4228 | 5.14547 | 12.8285 | 4.74839 | 5.65891
2600 | 620 | 1.03556 | 1.99028 | 1.13863 | 1.0 | 2.04571 | 1.43425 | 5.30807 | 13.1484 | 5.0308 | 5.83942
2600 | 640 | 1.04116 | 2.01234 | 1.13414 | 1.0 | 1.94203 | 1.448 | 5.4394 | 13.4617 | 5.30945 | 6.01036
2600 | 660 | 1.0519 | 2.03063 | 1.1297 | 1.0 | 1.85981 | 1.46561 | 5.62038 | 13.9862 | 5.61856 | 6.23704
2600 | 680 | 1.05959 | 2.04983 | 1.12759 | 1.0 | 1.76895 | 1.48227 | 5.79433 | 14.2696 | 5.91837 | 6.43996
2600 | 700 | 1.071 | 2.07618 | 1.1204 | 1.0 | 1.67712 | 1.49038 | 5.97185 | 14.6057 | 6.29221 | 6.65131
2600 | 720 | 1.07953 | 2.09767 | 1.1193 | 1.0 | 1.60082 | 1.51596 | 6.15571 | 14.9302 | 6.7082 | 6.86801
2600 | 740 | 1.08814 | 2.1229 | 1.11224 | 1.0 | 1.0 | 1.53358 | 6.30521 | 15.2616 | 7.17138 | 7.11475
2600 | 760 | 1.1084 | 2.14396 | 1.10945 | 1.0 | 1.0 | 1.55585 | 6.60093 | 15.6395 | 7.64706 | 7.37864
2600 | 780 | 1.11891 | 2.17044 | 1.10616 | 1.0 | 1.0 | 1.57692 | 6.86599 | 15.8889 | 8.18966 | 7.6259
2600 | 800 | 1.13162 | 2.19813 | 1.10231 | 1.0 | 1.0 | 1.60227 | 7.12712 | 16.2038 | 8.81119 | 7.90445
2600 | 820 | 1.14801 | 2.21838 | 1.09742 | 1.0 | 1.0 | 1.63248 | 7.45836 | 16.651 | 9.47489 | 8.20132
2600 | 840 | 1.16323 | 2.24915 | 1.09565 | 1.0 | 1.0 | 1.65572 | 7.72851 | 1.0 | 10.2439 | 8.50633
2600 | 860 | 1.18045 | 2.27187 | 1.09093 | 1.0 | 1.0 | 1.69008 | 8.06084 | 1.0 | 11.0526 | 8.8189
2600 | 880 | 1.19696 | 2.30649 | 1.08606 | 1.0 | 1.0 | 1.72093 | 8.40525 | 1.0 | 11.9588 | 9.1358
2600 | 900 | 1.21564 | 2.32788 | 1.0857 | 1.0 | 1.0 | 1.74863 | 8.71327 | 1.0 | 12.931 | 9.5
2600 | 920 | 1.23745 | 2.35462 | 1.08315 | 1.0 | 1.0 | 1.84259 | 9.02273 | 1.0 | 14.0525 | 9.90491
2600 | 940 | 1.25368 | 2.38591 | 1.07908 | 1.0 | 1.0 | 1.0 | 9.40538 | 1.0 | 15.2239 | 10.2865
2600 | 960 | 1.27372 | 2.4131 | 1.07762 | 1.0 | 1.0 | 1.0 | 9.70299 | 1.0 | 16.5385 | 10.7359
2600 | 980 | 1.29339 | 2.44415 | 1.07215 | 1.0 | 1.0 | 1.0 | 10.0934 | 1.0 | 18 | 11.0949
260 | 1000 | 1.22554 | 1.52915 | 1.04127 | 1.09054 | 3.23333 | 1.06993 | 4.06925 | 5.86709 | 21.4961 | 4.57746
260 | 100 | 1.12379 | 0.987937 | 1.3539 | 1.17281 | 1.41631 | 1.28358 | 1.58698 | 1.56282 | 1.83636 | 1.35266
260 | 120 | 1.10343 | 0.993561 | 1.3281 | 1.16898 | 1.41062 | 1.25984 | 1.60478 | 1.61664 | 1.91358 | 1.35407
260 | 140 | 1.08858 | 1.00051 | 1.30657 | 1.16489 | 1.41108 | 1.24579 | 1.62446 | 1.68254 | 1.99095 | 1.36364
260 | 160 | 1.07092 | 1.00461 | 1.28798 | 1.16221 | 1.41905 | 1.22886 | 1.64807 | 1.72073 | 2.06463 | 1.3719
260 | 180 | 1.05503 | 1.01439 | 1.27297 | 1.1578 | 1.43077 | 1.22182 | 1.67079 | 1.74767 | 2.13669 | 1.38192
260 | 200 | 1.03728 | 1.01824 | 1.26075 | 1.15559 | 1.43727 | 1.20942 | 1.68976 | 1.7764 | 2.2093 | 1.3975
260 | 220 | 1.00829 | 1.02628 | 1.24905 | 1.15107 | 1.46654 | 1.20896 | 1.71113 | 1.80407 | 2.26479 | 1.41004
260 | 240 | 0.995053 | 1.03187 | 1.23746 | 1.14895 | 1.47337 | 1.20635 | 1.7367 | 1.82452 | 2.35263 | 1.43151
260 | 260 | 0.986606 | 1.03803 | 1.22738 | 1.14359 | 1.47511 | 1.19822 | 1.75864 | 1.8591 | 2.46154 | 1.45055
260 | 280 | 0.983006 | 1.04618 | 1.21722 | 1.14105 | 1.4726 | 1.19097 | 1.78358 | 1.88332 | 2.55537 | 1.48348
260 | 300 | 0.978477 | 1.05498 | 1.21073 | 1.13889 | 1.47575 | 1.18362 | 1.80631 | 1.91125 | 2.67953 | 1.51359
260 | 320 | 0.973849 | 1.06079 | 1.19787 | 1.13656 | 1.48 | 1.18217 | 1.82582 | 1.94647 | 2.80203 | 1.54622
260 | 340 | 0.97265 | 1.06784 | 1.19079 | 1.13249 | 1.48519 | 1.17368 | 1.86008 | 1.98519 | 2.94828 | 1.57692
260 | 360 | 0.969127 | 1.07579 | 1.18222 | 1.12979 | 1.48829 | 1.17143 | 1.88073 | 2.01671 | 3.08023 | 1.61165
260 | 380 | 0.969454 | 1.08539 | 1.1755 | 1.12747 | 1.5 | 1.16346 | 1.91001 | 2.0599 | 3.23877 | 1.65205
260 | 400 | 0.967019 | 1.09313 | 1.16883 | 1.12353 | 1.50714 | 1.1615 | 1.94183 | 2.10123 | 3.39768 | 1.70087
260 | 420 | 0.970122 | 1.10286 | 1.16124 | 1.12089 | 1.52017 | 1.15744 | 1.97385 | 2.14572 | 3.5625 | 1.7411
260 | 440 | 0.967372 | 1.11334 | 1.15583 | 1.11911 | 1.53731 | 1.15473 | 2.01232 | 2.18933 | 3.75629 | 1.78947
260 | 460 | 0.970798 | 1.11973 | 1.14945 | 1.11616 | 1.54839 | 1.15077 | 2.04225 | 2.24172 | 3.96135 | 1.84507
260 | 480 | 0.972566 | 1.13191 | 1.14013 | 1.1133 | 1.56481 | 1.14694 | 2.07506 | 2.30159 | 4.1688 | 1.893
260 | 500 | 0.973678 | 1.142 | 1.13655 | 1.11123 | 1.58407 | 1.14674 | 2.11767 | 2.35246 | 4.37247 | 1.95195
260 | 520 | 0.975729 | 1.15296 | 1.13005 | 1.11044 | 1.60759 | 1.14388 | 2.15273 | 2.41608 | 4.61783 | 2.00873
260 | 540 | 0.979915 | 1.16404 | 1.12461 | 1.10874 | 1.63063 | 1.14286 | 2.19618 | 2.48129 | 4.88488 | 2.06962
260 | 560 | 0.983687 | 1.17494 | 1.11804 | 1.10595 | 1.66237 | 1.14232 | 2.24321 | 2.54878 | 5.15674 | 2.13761
260 | 580 | 0.985819 | 1.18709 | 1.11519 | 1.1049 | 1.69301 | 1.13977 | 2.29926 | 2.62587 | 5.45232 | 2.2053
260 | 600 | 0.989537 | 1.20233 | 1.11133 | 1.10256 | 1.72513 | 1.13846 | 2.34334 | 2.70365 | 5.76336 | 2.26667
260 | 620 | 0.995574 | 1.21318 | 1.10392 | 1.102 | 1.76493 | 1.13663 | 2.39685 | 2.78887 | 6.07143 | 2.34483
260 | 640 | 0.999332 | 1.22497 | 1.10078 | 1.09981 | 1.80851 | 1.13846 | 2.45064 | 2.87894 | 6.49533 | 2.43028
260 | 660 | 1.00482 | 1.2429 | 1.09677 | 1.09862 | 1.84848 | 1.13198 | 2.50345 | 2.96667 | 6.86047 | 2.51437
260 | 680 | 1.01245 | 1.25674 | 1.09138 | 1.09928 | 1.90065 | 1.13423 | 2.56479 | 3.0701 | 7.26862 | 2.60166
260 | 700 | 1.01938 | 1.26875 | 1.08911 | 1.09703 | 1.95988 | 1.13393 | 2.63718 | 3.17595 | 7.65734 | 2.69461
260 | 720 | 1.02371 | 1.28211 | 1.08349 | 1.09632 | 2.00881 | 1.13593 | 2.7023 | 3.29156 | 8.09783 | 2.77586
260 | 740 | 1.03073 | 1.29814 | 1.07731 | 1.09359 | 2.07571 | 1.1348 | 2.7676 | 3.40261 | 8.64407 | 2.84834
260 | 760 | 1.03486 | 1.31262 | 1.07572 | 1.09133 | 2.12556 | 1.12863 | 2.83889 | 3.54839 | 9.1029 | 2.93073
260 | 780 | 1.01633 | 1.32973 | 1.07308 | 1.09521 | 2.19231 | 1.12363 | 2.91844 | 3.68803 | 9.71074 | 3.0179
260 | 800 | 1.0765 | 1.3468 | 1.07047 | 1.09281 | 2.26606 | 1.11636 | 2.99169 | 3.82444 | 10.4207 | 3.14022
260 | 820 | 1.08961 | 1.36149 | 1.06439 | 1.09199 | 2.3329 | 1.11111 | 3.08456 | 3.94634 | 11.1735 | 3.26203
260 | 840 | 1.10113 | 1.38107 | 1.06256 | 1.09085 | 2.40602 | 1.10256 | 3.1748 | 4.11458 | 12.0161 | 3.37209
260 | 860 | 1.11522 | 1.39759 | 1.06076 | 1.09206 | 2.48919 | 1.09402 | 3.27096 | 4.2716 | 12.87 | 3.50282
260 | 880 | 1.12935 | 1.41219 | 1.05835 | 1.09142 | 2.57588 | 1.09289 | 3.37871 | 4.4523 | 13.8477 | 3.63036
260 | 900 | 1.14437 | 1.43311 | 1.0529 | 1.08997 | 2.66854 | 1.08923 | 3.47794 | 4.64105 | 14.8675 | 3.75303
260 | 920 | 1.15704 | 1.4502 | 1.04963 | 1.0899 | 2.76423 | 1.08264 | 3.59696 | 4.84761 | 15.9893 | 3.92857
260 | 940 | 1.17335 | 1.46853 | 1.04698 | 1.08989 | 2.88256 | 1.08101 | 3.72274 | 5.07307 | 17.1304 | 4.05263
260 | 960 | 1.18966 | 1.48898 | 1.04691 | 1.09074 | 2.99308 | 1.07547 | 3.82801 | 5.3253 | 18.598 | 4.20312
260 | 980 | 1.20785 | 1.50806 | 1.04451 | 1.09078 | 3.10606 | 1.07179 | 3.93868 | 5.58464 | 19.9527 | 4.3911
2620 | 1000 | 1.31674 | 2.49107 | 1.07089 | 1.0 | 1.0 | 1.0 | 10.6271 | 1.0 | 19.1517 | 11.7733
2620 | 220 | 1.00312 | 1.71749 | 1.2921 | 1.0 | 3.95954 | 1.33259 | 3.77589 | 8.60588 | 2.19313 | 3.54688
2620 | 240 | 0.998274 | 1.72561 | 1.27591 | 1.0 | 3.86076 | 1.33179 | 3.7973 | 8.67476 | 2.264 | 3.61345
2620 | 260 | 1.00052 | 1.73299 | 1.26112 | 1.0 | 3.75 | 1.33415 | 3.86883 | 8.91605 | 2.32996 | 3.69688
2620 | 280 | 0.996669 | 1.74407 | 1.25133 | 1.0 | 3.63462 | 1.33246 | 3.86679 | 9.00595 | 2.39744 | 3.77863
2620 | 300 | 0.988748 | 1.75551 | 1.24152 | 1.0 | 3.5279 | 1.33333 | 3.92277 | 9.17107 | 2.47111 | 3.85604
2620 | 320 | 0.994587 | 1.76547 | 1.2268 | 1.0 | 3.42995 | 1.33538 | 3.96343 | 9.33205 | 2.56489 | 3.94464
2620 | 340 | 0.992233 | 1.77318 | 1.21894 | 1.0 | 3.34066 | 1.33898 | 4.02368 | 9.54914 | 2.64781 | 4.0514
2620 | 360 | 0.991513 | 1.7867 | 1.21271 | 1.0 | 3.23125 | 1.3434 | 4.06281 | 9.76939 | 2.7409 | 4.13836
2620 | 380 | 0.993761 | 1.80278 | 1.20897 | 1.0 | 3.1295 | 1.34894 | 4.12555 | 9.98342 | 2.83746 | 4.25641
2620 | 400 | 0.994844 | 1.81396 | 1.19939 | 1.0 | 3.025 | 1.35266 | 4.20328 | 10.1756 | 2.96512 | 4.34833
2620 | 420 | 0.994882 | 1.82992 | 1.19355 | 1.0 | 2.95098 | 1.35556 | 4.26123 | 10.4143 | 3.07547 | 4.46009
2620 | 440 | 0.996413 | 1.84305 | 1.18491 | 1.0 | 2.84235 | 1.36129 | 4.36017 | 10.6825 | 3.20611 | 4.58422
2620 | 460 | 0.998699 | 1.85752 | 1.18179 | 1.0 | 2.7459 | 1.36364 | 4.44139 | 10.9295 | 3.34152 | 4.7093
2620 | 480 | 1.00081 | 1.87347 | 1.1769 | 1.0 | 2.63072 | 1.37838 | 4.5207 | 11.2177 | 3.5 | 4.82072
2620 | 500 | 1.00453 | 1.89361 | 1.17177 | 1.0 | 2.53937 | 1.38829 | 4.62885 | 11.5006 | 3.66038 | 4.95082
2620 | 520 | 1.00751 | 1.90959 | 1.1646 | 1.0 | 2.43437 | 1.39842 | 4.72959 | 11.8051 | 3.85312 | 5.12121
2620 | 540 | 1.01319 | 1.92813 | 1.16116 | 1.0 | 2.33626 | 1.40422 | 4.8235 | 12.0795 | 4.05449 | 5.25105
2620 | 560 | 1.01518 | 1.94241 | 1.15346 | 1.0 | 2.23381 | 1.41414 | 4.98526 | 12.4489 | 4.2602 | 5.39244
2620 | 580 | 1.02118 | 1.96165 | 1.14933 | 1.0 | 2.13393 | 1.42494 | 5.08128 | 12.792 | 4.49393 | 5.56911
2620 | 600 | 1.02628 | 1.98544 | 1.14401 | 1.0 | 2.03352 | 1.43506 | 5.23146 | 13.0894 | 4.73548 | 5.74286
2620 | 620 | 1.03441 | 2.00218 | 1.13858 | 1.0 | 1.95035 | 1.44958 | 5.36357 | 13.4855 | 5.00512 | 5.92742
2620 | 640 | 1.04117 | 2.02751 | 1.13412 | 1.0 | 1.85586 | 1.46961 | 5.51624 | 13.7708 | 5.27597 | 6.09195
2620 | 660 | 1.05003 | 2.04762 | 1.12973 | 1.0 | 1.76471 | 1.48529 | 5.68294 | 14.1483 | 5.57841 | 6.30328
2620 | 680 | 1.05899 | 2.06748 | 1.12522 | 1.0 | 1.68405 | 1.50495 | 5.8528 | 14.4801 | 5.91837 | 6.50177
2620 | 700 | 1.06826 | 2.09068 | 1.12245 | 1.0 | 1.65437 | 1.51147 | 6.0519 | 14.8427 | 6.27273 | 6.72355
2620 | 720 | 1.08062 | 2.11141 | 1.11532 | 1.0 | 1.0 | 1.53471 | 6.25049 | 15.1499 | 6.66667 | 6.96517
2620 | 740 | 1.09099 | 2.1362 | 1.11622 | 1.0 | 1.0 | 1.55556 | 6.36445 | 15.5033 | 7.11443 | 7.18978
2620 | 760 | 1.10591 | 2.15859 | 1.10851 | 1.0 | 1.0 | 1.57795 | 6.67207 | 15.7513 | 7.6 | 7.45946
2620 | 780 | 1.11957 | 2.18326 | 1.10491 | 1.0 | 1.0 | 1.59669 | 6.95789 | 16.084 | 8.15451 | 7.70968
2620 | 800 | 1.13264 | 2.21262 | 1.10151 | 1.0 | 1.0 | 1.6281 | 7.24812 | 16.2715 | 8.74126 | 7.98299
2620 | 820 | 1.1469 | 2.23332 | 1.09855 | 1.0 | 1.0 | 1.65621 | 7.53064 | 1.0 | 9.39704 | 8.2963
2620 | 840 | 1.16347 | 2.2638 | 1.09447 | 1.0 | 1.0 | 1.68482 | 7.88244 | 1.0 | 10.1495 | 8.60399
2620 | 860 | 1.18197 | 2.29215 | 1.09066 | 1.0 | 1.0 | 1.71827 | 8.1642 | 1.0 | 10.9568 | 8.89381
2620 | 880 | 1.19698 | 2.31176 | 1.0873 | 1.0 | 1.0 | 1.74874 | 8.50675 | 1.0 | 11.8462 | 9.3007
2620 | 900 | 1.21766 | 2.33784 | 1.0839 | 1.0 | 1.0 | 1.78151 | 8.83236 | 1.0 | 12.8448 | 9.64365
2620 | 920 | 1.23237 | 2.37447 | 1.07911 | 1.0 | 1.0 | 1.0 | 9.18361 | 1.0 | 13.9042 | 10.018
2620 | 940 | 1.25641 | 2.39651 | 1.07704 | 1.0 | 1.0 | 1.0 | 9.49872 | 1.0 | 15.0868 | 10.4154
2620 | 960 | 1.27687 | 2.42669 | 1.07504 | 1.0 | 1.0 | 1.0 | 9.87536 | 1.0 | 16.383 | 10.8416
2620 | 980 | 1.2913 | 2.45692 | 1.07459 | 1.0 | 1.0 | 1.0 | 10.2103 | 1.0 | 17.7206 | 11.2605
2640 | 1000 | 1.31673 | 2.50518 | 1.07082 | 1.0 | 1.0 | 1.0 | 10.773 | 1.0 | 18.9744 | 11.9128
2640 | 220 | 0.999069 | 1.72915 | 1.29844 | 1.0 | 3.82979 | 1.34615 | 3.81675 | 8.8076 | 2.19828 | 3.55085
2640 | 240 | 0.998009 | 1.73841 | 1.27804 | 1.0 | 3.71705 | 1.34365 | 3.87565 | 9.01955 | 2.256 | 3.63949
2640 | 260 | 0.998656 | 1.74491 | 1.2632 | 1.0 | 3.61966 | 1.33987 | 3.89901 | 9.14858 | 2.31884 | 3.73065
2640 | 280 | 0.99764 | 1.75372 | 1.2523 | 1.0 | 3.51659 | 1.34266 | 3.94104 | 9.31205 | 2.39487 | 3.8125
2640 | 300 | 0.996525 | 1.7674 | 1.24235 | 1.0 | 3.4127 | 1.3434 | 3.97041 | 9.51753 | 2.46667 | 3.90449
2640 | 320 | 0.992755 | 1.77518 | 1.23518 | 1.0 | 3.30952 | 1.34568 | 4.02332 | 9.65411 | 2.55725 | 3.97727
2640 | 340 | 0.995586 | 1.78676 | 1.22195 | 1.0 | 3.21622 | 1.35455 | 4.06204 | 9.75961 | 2.64442 | 4.07653
2640 | 360 | 0.994167 | 1.80121 | 1.21593 | 1.0 | 3.1 | 1.35354 | 4.13378 | 10.0717 | 2.7409 | 4.17931
2640 | 380 | 0.992975 | 1.81511 | 1.21116 | 1.0 | 3 | 1.36 | 4.20823 | 10.2359 | 2.83746 | 4.28972
2640 | 400 | 0.993397 | 1.82678 | 1.19968 | 1.0 | 2.91452 | 1.36364 | 4.24824 | 10.4534 | 2.9422 | 4.38685
2640 | 420 | 0.994234 | 1.83906 | 1.19455 | 1.0 | 2.81588 | 1.36567 | 4.32843 | 10.7152 | 3.07547 | 4.50172
2640 | 440 | 0.994669 | 1.85768 | 1.18895 | 1.0 | 2.70922 | 1.37391 | 4.41936 | 10.9644 | 3.20122 | 4.637
2640 | 460 | 0.99753 | 1.86795 | 1.18337 | 1.0 | 2.60943 | 1.38462 | 4.47963 | 11.1924 | 3.33333 | 4.76038
2640 | 480 | 0.999018 | 1.88523 | 1.17871 | 1.0 | 2.51509 | 1.39364 | 4.57499 | 11.5058 | 3.49213 | 4.86842
2640 | 500 | 1.00259 | 1.90821 | 1.17142 | 1.0 | 2.41748 | 1.39912 | 4.70093 | 11.8299 | 3.65409 | 5.01205
2640 | 520 | 1.00676 | 1.92202 | 1.16914 | 1.0 | 2.32153 | 1.40934 | 4.8001 | 12.094 | 3.83149 | 5.16667
2640 | 540 | 1.0109 | 1.93902 | 1.15998 | 1.0 | 2.22383 | 1.41907 | 4.884 | 12.4086 | 4.02556 | 5.29954
2640 | 560 | 1.0141 | 1.95748 | 1.1527 | 1.0 | 2.12444 | 1.43213 | 5.00691 | 12.7198 | 4.24936 | 5.44872
2640 | 580 | 1.02082 | 1.97998 | 1.14904 | 1.0 | 2.03315 | 1.44056 | 5.15384 | 13.0549 | 4.45344 | 5.6278
2640 | 600 | 1.02635 | 1.9991 | 1.14302 | 1.0 | 1.94444 | 1.45291 | 5.29951 | 13.3437 | 4.72258 | 5.80442
2640 | 620 | 1.03389 | 2.0167 | 1.13949 | 1.0 | 1.85965 | 1.46512 | 5.43755 | 13.7654 | 4.96939 | 5.98214
2640 | 640 | 1.04274 | 2.03893 | 1.13397 | 1.0 | 1.7706 | 1.48092 | 5.6123 | 14.0807 | 5.24194 | 6.15823
